,Portfolio,Symbol,Num.Txns,Num.Trades,Net.Trading.PL,Avg.Trade.PL,Med.Trade.PL,Largest.Winner,Largest.Loser,Gross.Profits,Gross.Losses,Std.Dev.Trade.PL,Std.Err.Trade.PL,Percent.Positive,Percent.Negative,Profit.Factor,Avg.Win.Trade,Med.Win.Trade,Avg.Losing.Trade,Med.Losing.Trade,Avg.Daily.PL,Med.Daily.PL,Std.Dev.Daily.PL,Std.Err.Daily.PL,Ann.Sharpe,Max.Drawdown,Profit.To.Max.Draw,Avg.WinLoss.Ratio,Med.WinLoss.Ratio,Max.Equity,Min.Equity,End.Equity
IRE.AX,multipleSymbols,IRE.AX,4,2,-65,-32.5,-32.5,73.9999999999998,-139,73.9999999999998,-139,150.613744392734,106.5,50,50,0.532374100719424,73.9999999999998,73.9999999999998,-139,-139,-32.5,-32.5,150.613744392734,106.5,-3.42546098789164,-315,-0.206349206349206,0.532374100719424,0.532374100719424,0,-315,-65
IRI.AX,multipleSymbols,IRI.AX,6,3,-17,-5.66666666666665,-4.99999999999998,3.00000000000002,-15,3.00000000000002,-20,9.0184995056458,5.20683311727111,33.3333333333333,66.6666666666667,0.150000000000001,3.00000000000002,3.00000000000002,-9.99999999999999,-9.99999999999999,-5.66666666666665,-4.99999999999998,9.0184995056458,5.20683311727111,-9.97455779865392,-57,-0.298245614035088,0.300000000000003,0.300000000000003,5,-52,-17
ISD.AX,multipleSymbols,ISD.AX,4,2,8,4,4,5.5,0,8,0,2.12132034355964,1.5,100,0,NA,4,4,NA,NA,4,4,2.12132034355964,1.5,29.9332590941915,-4.00000000000001,2,NA,NA,12,0,8
IVC.AX,multipleSymbols,IVC.AX,4,2,-92.9999,-46.49995,-46.49995,4.00000000000009,-96.9999000000001,4.00000000000009,-96.9999000000001,71.4177141891633,50.4999500000001,50,50,0.0412371559145946,4.00000000000009,4.00000000000009,-96.9999000000001,-96.9999000000001,-46.49995,-46.49995,71.4177141891633,50.4999500000001,-10.3358645742492,-178.9999,-0.519552804219444,0.0412371559145946,0.0412371559145946,32,-146.9999,-92.9999
IVR.AX,multipleSymbols,IVR.AX,2,1,0.300000000000001,0.3,0.3,0.3,0,0.3,0,NA,NA,100,0,NA,0.3,0.3,NA,NA,0.3,0.3,NA,NA,NA,-1.4,0.214285714285715,NA,NA,1.7,0,0.300000000000001
IVT.AX,multipleSymbols,IVT.AX,4,2,-6,-3,-3,0,-6,0,-6,4.24264068711928,3,0,50,0,NA,NA,-6,-6,-3,-3,4.24264068711928,3,-11.2249721603218,-10,-0.6,NA,NA,2,-8,-6
IVX.AX,multipleSymbols,IVX.AX,4,2,-0.5,-0.25,-0.25,0,-0.5,0,-0.5,0.353553390593274,0.25,0,50,0,NA,NA,-0.5,-0.5,-0.25,-0.25,0.353553390593274,0.25,-11.2249721603218,-2.2,-0.227272727272727,NA,NA,1.6,-0.6,-0.5
IVZ.AX,multipleSymbols,IVZ.AX,4,2,-7.1,-3.55,-3.55,0,-6.5,0,-7.1,4.17193000900063,2.95,0,100,0,NA,NA,-3.55,-3.55,-3.55,-3.55,4.17193000900063,2.95,-13.508017345472,-13.5,-0.525925925925926,NA,NA,5.4,-8.1,-7.1
IXC.AX,multipleSymbols,IXC.AX,2,1,-6,-6.00000000000001,-6.00000000000001,0,-6.00000000000001,0,-6.00000000000001,NA,NA,0,100,0,NA,NA,-6.00000000000001,-6.00000000000001,-6.00000000000001,-6.00000000000001,NA,NA,NA,-10,-0.6,NA,NA,4,-6,-6
IXR.AX,multipleSymbols,IXR.AX,2,1,0.6,0.599999999999999,0.599999999999999,0.599999999999999,0,0.599999999999999,0,NA,NA,100,0,NA,0.599999999999999,0.599999999999999,NA,NA,0.599999999999999,0.599999999999999,NA,NA,NA,-1.6,0.375,NA,NA,2.1,0,0.6
IXU.AX,multipleSymbols,IXU.AX,4,2,-2.5,-1.25,-1.25,0,-1.5,0,-2.5,0.353553390593274,0.25,0,100,0,NA,NA,-1.25,-1.25,-1.25,-1.25,0.353553390593274,0.25,-56.1248608016091,-5,-0.5,NA,NA,2.5,-2.5,-2.5
JAN.AX,multipleSymbols,JAN.AX,4,2,9.00000000000001,4.5,4.5,12,-3,12,-3,10.6066017177982,7.5,50,50,4,12,12,-3,-3,4.5,4.5,10.6066017177982,7.5,6.7349832961931,-7.99999999999999,1.125,4,4,9.00000000000001,-5.99999999999999,9.00000000000001
JBH.AX,multipleSymbols,JBH.AX,8,4,570.999900000001,142.749975,155.50005,250.999800000001,0,570.999900000002,0,112.919915795883,56.4599578979413,100,0,NA,142.749975,155.50005,NA,NA,142.749975,155.50005,112.919915795883,56.4599578979413,20.068077319154,-573.000499999999,0.996508554530061,NA,NA,1006.0002,-86.0000999999997,570.999900000001
JCS.AX,multipleSymbols,JCS.AX,4,2,-1.1,-0.55,-0.55,0.4,-1.5,0.4,-1.5,1.34350288425444,0.95,50,50,0.266666666666666,0.4,0.4,-1.5,-1.5,-0.55,-0.55,1.34350288425444,0.95,-6.4986680928179,-2.1,-0.523809523809524,0.266666666666666,0.266666666666666,0,-2.1,-1.1
JDR.AX,multipleSymbols,JDR.AX,2,1,-3,-3,-3,0,-3,0,-3,NA,NA,0,100,0,NA,NA,-3,-3,-3,-3,NA,NA,NA,-3,-1,NA,NA,0,-3,-3
JHC.AX,multipleSymbols,JHC.AX,4,2,879.999800000001,439.9999,439.9999,938.9999,-59.0000999999987,938.9999,-59.0000999999987,705.692567624173,498.999999999999,50,50,15.9152255674146,938.9999,938.9999,-59.0000999999987,-59.0000999999987,439.9999,439.9999,705.692567624173,498.999999999999,9.89776879367616,-455.9998,1.92982496922148,15.9152255674146,15.9152255674146,958.999599999999,0,879.999800000001
JHG.AX,multipleSymbols,JHG.AX,6,3,486.999800000001,162.333266666667,83.9999999999996,636.000000000001,-233.000200000001,720.000000000001,-233.000200000001,439.764041731488,253.897887873593,66.6666666666667,33.3333333333333,3.09012610289604,360.000000000001,360.000000000001,-233.000200000001,-233.000200000001,162.333266666667,83.9999999999996,439.764041731488,253.897887873593,5.85987137222518,-454.000500000001,1.07268560276916,1.54506305144802,1.54506305144802,506.9995,-364.000300000001,486.999800000001
JHL.AX,multipleSymbols,JHL.AX,2,1,-2,-2,-2,0,-2,0,-2,NA,NA,0,100,0,NA,NA,-2,-2,-2,-2,NA,NA,NA,-3.7,-0.540540540540541,NA,NA,1.6,-2.1,-2
JHX.AX,multipleSymbols,JHX.AX,10,5,-283.999599999999,-56.7999199999999,-178.999699999999,304.0001,-243.9999,327.0001,-610.999699999999,225.684950561667,100.929378190913,40,60,0.535188642482149,163.50005,163.50005,-203.666566666666,-188.0001,-56.7999199999999,-178.999699999999,225.684950561667,100.929378190913,-3.99526319591171,-751.999699999999,-0.377659193215103,0.802782963723223,0.869680654425183,393.9999,-357.9998,-283.999599999999
JIN.AX,multipleSymbols,JIN.AX,16,8,-336,-42.0000000000001,2.99999999999994,143,-336.9999,238,-574,155.134952034865,54.8484882914516,50,37.5,0.414634146341463,59.5,44.5,-191.333333333333,-204.0001,-42.0000000000001,2.99999999999994,155.134952034865,54.8484882914516,-4.29773768994646,-623.9999,-0.538461624753466,0.310975609756097,0.218137147971986,186.9999,-437.000000000001,-336
JLG.AX,multipleSymbols,JLG.AX,14,7,-160,-22.8571428571429,3.49999999999999,35.0000000000001,-179,54,-214,71.4986679862606,27.0239563662887,57.1428571428571,42.8571428571429,0.252336448598131,13.5,7.75,-71.3333333333333,-30,-22.8571428571429,3.49999999999999,71.4986679862606,27.0239563662887,-5.07486229196023,-443,-0.36117381489842,0.189252336448598,0.258333333333333,33,-410,-160
JMS.AX,multipleSymbols,JMS.AX,4,2,-1,-0.499999999999998,-0.499999999999998,0,-0.999999999999995,0,-0.999999999999995,0.707106781186544,0.499999999999998,0,50,0,NA,NA,-0.999999999999995,-0.999999999999995,-0.499999999999998,-0.499999999999998,0.707106781186544,0.499999999999998,-11.2249721603218,-5,-0.2,NA,NA,2,-3,-1
JRL.AX,multipleSymbols,JRL.AX,6,3,80.5,26.8333333333333,-6.49999999999999,96,-9,96,-15.5,59.9131315600623,34.5908626341954,33.3333333333333,66.6666666666667,6.19354838709677,96,96,-7.75,-7.75,26.8333333333333,-6.49999999999999,59.9131315600623,34.5908626341954,7.10972619841065,-71,1.13380281690141,12.3870967741935,12.3870967741935,144.5,-19,80.5
JRV.AX,multipleSymbols,JRV.AX,10,5,5.5,1.1,1.5,13,-11,24,-18.5,10.4007211288449,4.65134389182309,60,40,1.2972972972973,8,9.5,-9.25,-9.25,1.1,1.5,10.4007211288449,4.65134389182309,1.67891807084397,-18.5,0.297297297297297,0.864864864864865,1.02702702702703,18,-4.00000000000001,5.5
JYC.AX,multipleSymbols,JYC.AX,8,4,-36,-8.99999999999999,-18,32,-32,32,-68,29.0631496343164,14.5315748171582,25,75,0.470588235294118,32,32,-22.6666666666667,-27,-8.99999999999999,-18,29.0631496343164,14.5315748171582,-4.91586674517867,-82,-0.439024390243902,1.41176470588235,1.18518518518519,46,-38,-36
K2F.AX,multipleSymbols,K2F.AX,6,3,-17,-5.66666666666667,-1.5,4,-19.5,4,-21,12.2915960449949,7.09655628534792,33.3333333333333,66.6666666666667,0.190476190476191,4,4,-10.5,-10.5,-5.66666666666667,-1.5,12.2915960449949,7.09655628534792,-7.31845923400859,-23,-0.739130434782609,0.380952380952381,0.380952380952381,0,-23,-17
KAI.AX,multipleSymbols,KAI.AX,2,1,0.500000000000001,0.5,0.5,0.5,0,0.5,0,NA,NA,100,0,NA,0.5,0.5,NA,NA,0.5,0.5,NA,NA,NA,-0.700000000000001,0.714285714285714,NA,NA,0.500000000000001,-0.2,0.500000000000001
KAM.AX,multipleSymbols,KAM.AX,4,2,0.0999999999999996,0.0499999999999994,0.0499999999999994,0.599999999999999,-0.5,0.599999999999999,-0.5,0.777817459305202,0.55,50,50,1.2,0.599999999999999,0.599999999999999,-0.5,-0.5,0.0499999999999994,0.0499999999999994,0.777817459305202,0.55,1.0204520145747,-1.4,0.0714285714285712,1.2,1.2,1.5,-0.600000000000001,0.0999999999999996
KAR.AX,multipleSymbols,KAR.AX,8,4,-55,-13.75,-4.25,4,-50.5,4,-59,24.8277398622321,12.413869931116,25,75,0.0677966101694916,4,4,-19.6666666666667,-5.49999999999999,-13.75,-4.25,24.8277398622321,12.413869931116,-8.79155671736628,-76,-0.723684210526316,0.203389830508475,0.727272727272729,13.5,-62.5,-55
KAT.AX,multipleSymbols,KAT.AX,2,1,-0.5,-0.5,-0.5,0,-0.5,0,-0.5,NA,NA,0,100,0,NA,NA,-0.5,-0.5,-0.5,-0.5,NA,NA,NA,-2.5,-0.2,NA,NA,0,-2.5,-0.5
KCN.AX,multipleSymbols,KCN.AX,2,1,-2.5,-2.49999999999999,-2.49999999999999,0,-2.49999999999999,0,-2.49999999999999,NA,NA,0,100,0,NA,NA,-2.49999999999999,-2.49999999999999,-2.49999999999999,-2.49999999999999,NA,NA,NA,-10.5,-0.238095238095238,NA,NA,8,-2.5,-2.5
KFM.AX,multipleSymbols,KFM.AX,3,1,1.99999999999999,-4.5,-4.5,0,-4.5,0,-4.5,NA,NA,0,100,0,NA,NA,-4.5,-4.5,-4.5,-4.5,NA,NA,NA,-9.5,0.210526315789473,NA,NA,4.5,-7.5,1.99999999999999
KGD.AX,multipleSymbols,KGD.AX,6,3,-4,-1.33333333333333,-0.7,0,-3.1,0,-4,1.5502687938978,0.89504810547317,0,100,0,NA,NA,-1.33333333333333,-0.7,-1.33333333333333,-0.7,1.5502687938978,0.89504810547317,-13.6531229757258,-4.2,-0.952380952380953,NA,NA,0.199999999999999,-4,-4
KGL.AX,multipleSymbols,KGL.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-7,0,NA,NA,2,-7,0
KGM.AX,multipleSymbols,KGM.AX,2,1,0.1,0.0999999999999999,0.0999999999999999,0.0999999999999999,0,0.0999999999999999,0,NA,NA,100,0,NA,0.0999999999999999,0.0999999999999999,NA,NA,0.0999999999999999,0.0999999999999999,NA,NA,NA,0,NA,NA,NA,0.1,0,0.1
KGN.AX,multipleSymbols,KGN.AX,14,7,734.9999,104.999985714286,47,611,-145.0001,955,-220.0001,248.459939762264,93.9090301961486,57.1428571428571,42.8571428571429,4.3409071177695,238.75,148.5,-73.3333666666666,-68.9999999999999,104.999985714286,47,248.459939762264,93.9090301961486,6.70861910691473,-278,2.6438845323741,3.25568033832712,2.15217391304348,866.9999,-61.0000000000001,734.9999
KIN.AX,multipleSymbols,KIN.AX,2,1,0.5,0.5,0.5,0.5,0,0.5,0,NA,NA,100,0,NA,0.5,0.5,NA,NA,0.5,0.5,NA,NA,NA,-0.5,1,NA,NA,1,0,0.5
KIS.AX,multipleSymbols,KIS.AX,8,4,-1.325,-0.33125,-0.75,1.675,-1.5,1.675,-3,1.39841800498516,0.699209002492579,25,75,0.558333333333333,1.675,1.675,-1,-1,-0.33125,-0.75,1.39841800498516,0.699209002492579,-3.76027104341859,-4.9953,-0.265249334374312,1.675,1.675,3.175,-3.125,-1.325
KKL.AX,multipleSymbols,KKL.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-0.0999999999999999,0,NA,NA,0,-0.0999999999999999,0
KKO.AX,multipleSymbols,KKO.AX,6,3,6.4,2.13333333333333,0,7,-0.600000000000001,7,-0.600000000000001,4.22532050066422,2.43948992847093,33.3333333333333,33.3333333333333,11.6666666666667,7,7,-0.600000000000001,-0.600000000000001,2.13333333333333,0,4.22532050066422,2.43948992847093,8.01492260203766,-1.8,3.55555555555556,11.6666666666667,11.6666666666667,6.4,-0.899999999999999,6.4
KLA.AX,multipleSymbols,KLA.AX,4,2,80.0003000000006,40.0001500000002,40.0001500000002,800,-719.9997,800,-719.9997,1074.80209527152,759.99985,50,50,1.11111157407427,800,800,-719.9997,-719.9997,40.0001500000002,40.0001500000002,1074.80209527152,759.99985,0.590790340496382,-1393.9999,0.0573890285071044,1.11111157407427,1.11111157407427,954.0001,-439.9998,80.0003000000006
KMD.AX,multipleSymbols,KMD.AX,10,5,-99.7617,-19.95234,-5.50000000000002,25,-98.3771,25,-124.7617,46.7937131573035,20.9267847078714,20,80,0.200382008260548,25,25,-31.190425,-12.9423,-19.95234,-5.50000000000002,46.7937131573035,20.9267847078714,-6.7687207727691,-115.8771,-0.860926792265253,0.801528033042192,1.93165047943565,12.6154,-103.2617,-99.7617
KME.AX,multipleSymbols,KME.AX,8,4,-15,-3.75,-2.75,0,-9,0,-15,3.66287682930598,1.83143841465299,0,100,0,NA,NA,-3.75,-2.75,-3.75,-2.75,3.66287682930598,1.83143841465299,-16.2520901665788,-15.5,-0.967741935483871,NA,NA,0.500000000000007,-15,-15
KMT.AX,multipleSymbols,KMT.AX,4,2,-0.399999999999999,-0.2,-0.2,0.5,-0.9,0.5,-0.9,0.989949493661167,0.7,50,50,0.555555555555556,0.5,0.5,-0.9,-0.9,-0.2,-0.2,0.989949493661167,0.7,-3.20713490294909,-1.4,-0.285714285714285,0.555555555555556,0.555555555555556,0.399999999999999,-1,-0.399999999999999
KNM.AX,multipleSymbols,KNM.AX,2,1,-0.45,-0.45,-0.45,0,-0.45,0,-0.45,NA,NA,0,100,0,NA,NA,-0.45,-0.45,-0.45,-0.45,NA,NA,NA,-0.55,-0.818181818181818,NA,NA,0,-0.55,-0.45
KNO.AX,multipleSymbols,KNO.AX,4,2,-3,-1.5,-1.5,0,-2,0,-3,0.707106781186546,0.499999999999999,0,100,0,NA,NA,-1.5,-1.5,-1.5,-1.5,0.707106781186546,0.499999999999999,-33.6749164809655,-4,-0.75,NA,NA,0.5,-3.5,-3
KOR.AX,multipleSymbols,KOR.AX,4,2,5.1,2.55,2.55,5.1,0,5.1,0,3.60624458405139,2.55,50,0,NA,5.1,5.1,NA,NA,2.55,2.55,3.60624458405139,2.55,11.2249721603218,-3.8,1.34210526315789,NA,NA,7.5,-0.3,5.1
KOV.AX,multipleSymbols,KOV.AX,6,3,96.0000000000001,32,24,64.0000000000001,0,96.0000000000001,0,28.8444102037119,16.6533279957291,100,0,NA,32,24,NA,NA,32,24,28.8444102037119,16.6533279957291,17.6111852569282,-60.9999999999999,1.57377049180328,NA,NA,147,0,96.0000000000001
KPG.AX,multipleSymbols,KPG.AX,14,7,83,11.8571428571429,29,49.5,-88,175,-92,47.1740697538686,17.8301224142215,71.4285714285714,28.5714285714286,1.90217391304348,35,31.5,-46,-46,11.8571428571429,29,47.1740697538686,17.8301224142215,3.99003750451612,-123,0.674796747967481,0.760869565217392,0.684782608695652,184,0,83
KPO.AX,multipleSymbols,KPO.AX,8,4,-5.8,-1.45,-1.5,0,-2.3,0,-5.8,0.842614977317636,0.421307488658818,0,100,0,NA,NA,-1.45,-1.5,-1.45,-1.5,0.842614977317636,0.421307488658818,-27.31738341459,-5.8,-1,NA,NA,0,-5.8,-5.8
KRR.AX,multipleSymbols,KRR.AX,4,2,2.7,1.35,1.35,2.2,0,2.7,0,1.20208152801713,0.85,100,0,NA,1.35,1.35,NA,NA,1.35,1.35,1.20208152801713,0.85,17.8278969605111,-5,0.54,NA,NA,7.7,0,2.7
KSC.AX,multipleSymbols,KSC.AX,4,2,-2,-1,-1,7.00000000000001,-9.00000000000001,7.00000000000001,-9.00000000000001,11.3137084989848,8.00000000000001,50,50,0.777777777777778,7.00000000000001,7.00000000000001,-9.00000000000001,-9.00000000000001,-1,-1,11.3137084989848,8.00000000000001,-1.40312152004023,-14.5,-0.137931034482759,0.777777777777778,0.777777777777778,5,-9.5,-2
KSL.AX,multipleSymbols,KSL.AX,2,1,3.5,3.49999999999999,3.49999999999999,3.49999999999999,0,3.49999999999999,0,NA,NA,100,0,NA,3.49999999999999,3.49999999999999,NA,NA,3.49999999999999,3.49999999999999,NA,NA,NA,-16,0.21875,NA,NA,14,-2,3.5
KSN.AX,multipleSymbols,KSN.AX,4,2,-3.5,-1.75,-1.75,0,-3.5,0,-3.5,2.47487373415291,1.75,0,50,0,NA,NA,-3.5,-3.5,-1.75,-1.75,2.47487373415291,1.75,-11.2249721603218,-4.49159999999999,-0.779232344821445,NA,NA,0.991599999999998,-3.5,-3.5
KSS.AX,multipleSymbols,KSS.AX,2,1,-0.5,-0.5,-0.5,0,-0.5,0,-0.5,NA,NA,0,100,0,NA,NA,-0.5,-0.5,-0.5,-0.5,NA,NA,NA,-10,-0.05,NA,NA,5.5,-4.5,-0.5
KTE.AX,multipleSymbols,KTE.AX,2,1,0.3,0.3,0.3,0.3,0,0.3,0,NA,NA,100,0,NA,0.3,0.3,NA,NA,0.3,0.3,NA,NA,NA,-0.7,0.428571428571428,NA,NA,0.8,0,0.3
KTG.AX,multipleSymbols,KTG.AX,4,2,9,4.5,4.5,10.5,-1.5,10.5,-1.5,8.48528137423857,6,50,50,6.99999999999999,10.5,10.5,-1.5,-1.5,4.5,4.5,8.48528137423857,6,8.41872912024137,-7.99999999999999,1.125,6.99999999999999,6.99999999999999,15,0,9
KWR.AX,multipleSymbols,KWR.AX,2,1,-2,-2,-2,0,-2,0,-2,NA,NA,0,100,0,NA,NA,-2,-2,-2,-2,NA,NA,NA,-2.5,-0.8,NA,NA,0.5,-2,-2
KZA.AX,multipleSymbols,KZA.AX,6,3,-28,-9.33333333333333,-10.5,0,-11.5,0,-28,2.92973263854115,1.69148192751537,0,100,0,NA,NA,-9.33333333333333,-10.5,-9.33333333333333,-10.5,2.92973263854115,1.69148192751537,-50.5718752184137,-53,-0.528301886792453,NA,NA,20,-33,-28
KZR.AX,multipleSymbols,KZR.AX,4,2,5,2.5,2.5,10,-5,10,-5,10.6066017177982,7.5,50,50,2,10,10,-5,-5,2.5,2.5,10.6066017177982,7.5,3.74165738677394,-16,0.3125,2,2,14,-5,5
LAM.AX,multipleSymbols,LAM.AX,4,2,-4.5,-2.25,-2.25,0,-4.5,0,-4.5,3.18198051533947,2.25,0,50,0,NA,NA,-4.5,-4.5,-2.25,-2.25,3.18198051533947,2.25,-11.2249721603218,-20,-0.225,NA,NA,6,-14,-4.5
LAU.AX,multipleSymbols,LAU.AX,3,1,-2.00000000000001,2.49999999999999,2.49999999999999,2.49999999999999,0,2.49999999999999,0,NA,NA,100,0,NA,2.49999999999999,2.49999999999999,NA,NA,2.49999999999999,2.49999999999999,NA,NA,NA,-7.5,-0.266666666666669,NA,NA,5.49999999999999,-2.00000000000001,-2.00000000000001
LBL.AX,multipleSymbols,LBL.AX,10,5,19.5,3.9,2,17,-4.5,24,-4.5,8.02651854791354,3.58956821915951,80,20,5.33333333333333,6,3.25,-4.5,-4.5,3.9,2,8.02651854791354,3.58956821915951,7.71325454608272,-21.5,0.906976744186046,1.33333333333333,0.722222222222222,38,-5,19.5
LCD.AX,multipleSymbols,LCD.AX,12,6,-0.599999999999998,-0.0999999999999997,-0.25,0.600000000000001,-0.7,1.1,-1.7,0.532916503778969,0.217562251627743,33.3333333333333,66.6666666666667,0.647058823529412,0.55,0.55,-0.425,-0.399999999999999,-0.0999999999999997,-0.25,0.532916503778969,0.217562251627743,-2.97879832090386,-1.7,-0.352941176470588,1.29411764705882,1.375,0.900000000000001,-0.999999999999999,-0.599999999999998
LCY.AX,multipleSymbols,LCY.AX,4,2,2.3,1.15,1.15,2.8,-0.5,2.8,-0.5,2.33345237791561,1.65,50,50,5.6,2.8,2.8,-0.5,-0.5,1.15,1.15,2.33345237791561,1.65,7.82346544507279,-2.2,1.04545454545455,5.6,5.6,4.2,-0.1,2.3
LEG.AX,multipleSymbols,LEG.AX,6,3,-0.199999999999999,-0.0666666666666665,0,1.4,-1.6,1.4,-1.6,1.50111069989303,0.866666666666667,33.3333333333333,33.3333333333333,0.875,1.4,1.4,-1.6,-1.6,-0.0666666666666665,0,1.50111069989303,0.866666666666667,-0.70501164537782,-3.4,-0.0588235294117645,0.875,0.875,2.5,-0.899999999999999,-0.199999999999999
LER.AX,multipleSymbols,LER.AX,4,2,1.5,0.75,0.75,3,-1.5,3,-1.5,3.18198051533946,2.25,50,50,2,3,3,-1.5,-1.5,0.75,0.75,3.18198051533946,2.25,3.74165738677394,-2,0.75,2,2,2,-1.8,1.5
LGP.AX,multipleSymbols,LGP.AX,2,1,6.5,6.50000000000001,6.50000000000001,6.50000000000001,0,6.50000000000001,0,NA,NA,100,0,NA,6.50000000000001,6.50000000000001,NA,NA,6.50000000000001,6.50000000000001,NA,NA,NA,-6,1.08333333333333,NA,NA,8,-2.5,6.5
LIC.AX,multipleSymbols,LIC.AX,8,4,6.9997999999996,1.74994999999996,54.5,88,-190.0002,197,-190.0002,128.992023913664,64.4960119568321,75,25,1.03684101385156,65.6666666666666,62.9999999999999,-190.0002,-190.0002,1.74994999999996,54.5,128.992023913664,64.4960119568321,0.215359013665662,-245.0001,0.0285706005834267,0.345613671283854,0.331578598338317,247,0,6.9997999999996
LIN.AX,multipleSymbols,LIN.AX,5,2,2.9,5.95,5.95,13,-1.1,13,-1.1,9.97020561473032,7.05,50,50,11.8181818181818,13,13,-1.1,-1.1,5.95,5.95,9.97020561473032,7.05,9.47355806438509,-15,0.193333333333333,11.8181818181818,11.8181818181818,13.4,-1.6,2.9
LKE.AX,multipleSymbols,LKE.AX,8,4,108,27,14.75,87.5,-9,119.5,-11.5,44.1644653539472,22.0822326769736,50,50,10.3913043478261,59.75,59.75,-5.75,-5.75,27,14.75,44.1644653539472,22.0822326769736,9.70489983196767,-61,1.77049180327869,10.3913043478261,10.3913043478261,124,-16,108
LLC.AX,multipleSymbols,LLC.AX,2,1,160,160,160,160,0,160,0,NA,NA,100,0,NA,160,160,NA,NA,160,160,NA,NA,NA,-80.9999000000003,1.97531108063095,NA,NA,187,0,160
LLO.AX,multipleSymbols,LLO.AX,12,6,-88,-14.6666666666667,-2.5,22,-69.5,22,-110,32.2330058583848,13.1590695381973,16.6666666666667,83.3333333333333,0.2,22,22,-22,-3,-14.6666666666667,-2.5,32.2330058583848,13.1590695381973,-7.22322070726516,-163,-0.539877300613497,0.999999999999999,7.33333333333332,33,-130,-88
LNG.AX,multipleSymbols,LNG.AX,10,5,-8.50000000000001,-1.7,-4,24.5,-31.5,32,-40.5,20.4652143892997,9.1523221097162,40,60,0.790123456790123,16,16,-13.5,-5,-1.7,-4,20.4652143892997,9.1523221097162,-1.31866018403252,-57,-0.149122807017544,1.18518518518519,3.2,48.5,-8.50000000000001,-8.50000000000001
LNU.AX,multipleSymbols,LNU.AX,2,1,-1.4,-1.4,-1.4,0,-1.4,0,-1.4,NA,NA,0,100,0,NA,NA,-1.4,-1.4,-1.4,-1.4,NA,NA,NA,-2,-0.7,NA,NA,0.600000000000001,-1.4,-1.4
LNY.AX,multipleSymbols,LNY.AX,4,2,0.05,0.025,0.025,0.15,-0.0999999999999999,0.15,-0.0999999999999999,0.176776695296637,0.125,50,50,1.5,0.15,0.15,-0.0999999999999999,-0.0999999999999999,0.025,0.025,0.176776695296637,0.125,2.24499443206437,-0.6,0.0833333333333334,1.5,1.5,0.55,-0.05,0.05
LOM.AX,multipleSymbols,LOM.AX,2,1,-3.5,-3.5,-3.5,0,-3.5,0,-3.5,NA,NA,0,100,0,NA,NA,-3.5,-3.5,-3.5,-3.5,NA,NA,NA,-5.2,-0.673076923076923,NA,NA,0.0999999999999996,-5.1,-3.5
LOT.AX,multipleSymbols,LOT.AX,4,2,8,4,4,5.5,0,8,0,2.12132034355964,1.5,100,0,NA,4,4,NA,NA,4,4,2.12132034355964,1.5,29.9332590941915,-4,2,NA,NA,8,0,8
LOV.AX,multipleSymbols,LOV.AX,8,4,540,135,106.5,311,0,540,0,124.998666659556,62.4993333297778,100,0,NA,135,106.5,NA,NA,135,106.5,124.998666659556,62.4993333297778,17.1446513729552,-148,3.64864864864865,NA,NA,610,-11.0000000000001,540
LPD.AX,multipleSymbols,LPD.AX,4,2,-0.800000000000001,-0.4,-0.4,0,-0.5,0,-0.800000000000001,0.14142135623731,0.1,0,100,0,NA,NA,-0.4,-0.4,-0.4,-0.4,0.14142135623731,0.1,-44.8998886412873,-1,-0.8,NA,NA,0.2,-0.800000000000001,-0.800000000000001
LPI.AX,multipleSymbols,LPI.AX,2,1,21,21,21,21,0,21,0,NA,NA,100,0,NA,21,21,NA,NA,21,21,NA,NA,NA,-25.5,0.823529411764706,NA,NA,33,-2.5,21
LRK.AX,multipleSymbols,LRK.AX,8,4,187.5,46.875,13.25,161,0,187.5,0,76.8899375731311,38.4449687865656,75,0,NA,62.5,24.5,NA,NA,46.875,13.25,76.8899375731311,38.4449687865656,9.67769749493132,-39,4.80769230769231,NA,NA,226.5,-33.0004,187.5
LRS.AX,multipleSymbols,LRS.AX,2,1,3,3,3,3,0,3,0,NA,NA,100,0,NA,3,3,NA,NA,3,3,NA,NA,NA,-1,3,NA,NA,3,-0.7,3
LRT.AX,multipleSymbols,LRT.AX,4,2,6,3,3,4,0,6.00000000000001,0,1.4142135623731,1,100,0,NA,3,3,NA,NA,3,3,1.4142135623731,1,33.6749164809655,-13,0.461538461538462,NA,NA,15.5,-12.5,6
LSA.AX,multipleSymbols,LSA.AX,6,3,-0.6,-0.2,-0.2,0.0999999999999994,-0.5,0.0999999999999994,-0.7,0.3,0.173205080756888,33.3333333333333,66.6666666666667,0.142857142857142,0.0999999999999994,0.0999999999999994,-0.35,-0.35,-0.2,-0.2,0.3,0.173205080756888,-10.5830052442584,-1.2,-0.5,0.285714285714284,0.285714285714284,0.5,-0.7,-0.6
