,Portfolio,Symbol,Num.Txns,Num.Trades,Net.Trading.PL,Avg.Trade.PL,Med.Trade.PL,Largest.Winner,Largest.Loser,Gross.Profits,Gross.Losses,Std.Dev.Trade.PL,Std.Err.Trade.PL,Percent.Positive,Percent.Negative,Profit.Factor,Avg.Win.Trade,Med.Win.Trade,Avg.Losing.Trade,Med.Losing.Trade,Avg.Daily.PL,Med.Daily.PL,Std.Dev.Daily.PL,Std.Err.Daily.PL,Ann.Sharpe,Max.Drawdown,Profit.To.Max.Draw,Avg.WinLoss.Ratio,Med.WinLoss.Ratio,Max.Equity,Min.Equity,End.Equity
BUB.AX,multipleSymbols,BUB.AX,2,1,-3,-3,-3,0,-3,0,-3,NA,NA,0,100,0,NA,NA,-3,-3,-3,-3,NA,NA,NA,-16.5,-0.181818181818182,NA,NA,12.5,-7.5,-3
BUY.AX,multipleSymbols,BUY.AX,6,3,0.5,0.166666666666667,-0.0999999999999999,0.7,-0.1,0.7,-0.2,0.461880215351701,0.266666666666667,33.3333333333333,66.6666666666667,3.5,0.7,0.7,-0.1,-0.1,0.166666666666667,-0.0999999999999999,0.461880215351701,0.266666666666667,5.7282196186948,-1,0.5,7,7,1.4,-0.1,0.5
BVS.AX,multipleSymbols,BVS.AX,8,4,-62,-15.5,2.22044604925031E-14,23,-85,30,-92,47.9270278652871,23.9635139326435,50,50,0.326086956521739,15,15,-46,-46,-15.5,2.22044604925031E-14,47.9270278652871,23.9635139326435,-5.13394806414068,-115,-0.539130434782608,0.326086956521739,0.326086956521739,43,-72,-62
BWP.AX,multipleSymbols,BWP.AX,2,1,-25,-25,-25,0,-25,0,-25,NA,NA,0,100,0,NA,NA,-25,-25,-25,-25,NA,NA,NA,-26.0000000000001,-0.961538461538459,NA,NA,0,-26.0000000000001,-25
BWX.AX,multipleSymbols,BWX.AX,4,2,4,2,2,25,-21,25,-21,32.5269119345812,23,50,50,1.19047619047619,25,25,-21,-21,2,2,32.5269119345812,23,0.97608453568016,-73,0.0547945205479452,1.19047619047619,1.19047619047619,68,-5,4
BXN.AX,multipleSymbols,BXN.AX,2,1,0.6,0.600000000000001,0.600000000000001,0.600000000000001,0,0.600000000000001,0,NA,NA,100,0,NA,0.600000000000001,0.600000000000001,NA,NA,0.600000000000001,0.600000000000001,NA,NA,NA,-3.4,0.176470588235294,NA,NA,3.4,0,0.6
BYE.AX,multipleSymbols,BYE.AX,4,2,-0.996399999999994,-0.498199999999997,-0.498199999999997,0.498200000000004,-1.4946,0.498200000000004,-1.4946,1.40912239354855,0.996400000000001,50,50,0.333333333333336,0.498200000000004,0.498200000000004,-1.4946,-1.4946,-0.498199999999997,-0.498199999999997,1.40912239354855,0.996400000000001,-5.61248608016087,-8.4691,-0.117651226222384,0.333333333333336,0.333333333333336,4.4836,-3.98549999999999,-0.996399999999994
BYH.AX,multipleSymbols,BYH.AX,4,2,-0.999999999999998,-0.499999999999999,-0.499999999999999,0,-0.499999999999999,0,-0.999999999999998,0,0,0,100,0,NA,NA,-0.499999999999999,-0.499999999999999,-0.499999999999999,-0.499999999999999,0,0,NA,-1.6,-0.624999999999999,NA,NA,0.600000000000002,-0.999999999999998,-0.999999999999998
C6C.AX,multipleSymbols,C6C.AX,6,3,40,13.3333333333334,5,70,-35,75,-35,52.9937103186155,30.5959329178097,66.6666666666667,33.3333333333333,2.14285714285715,37.5,37.5,-35,-35,13.3333333333334,5,52.9937103186155,30.5959329178097,3.99406087274505,-51,0.784313725490197,1.07142857142857,1.07142857142857,71,-44,40
CAA.AX,multipleSymbols,CAA.AX,10,5,-180,-36,-19,20,-141,20,-200,61.1759756767311,27.3587280406089,20,80,0.1,20,20,-50,-20.5,-36,-19,61.1759756767311,27.3587280406089,-9.3416128940845,-253,-0.711462450592885,0.4,0.975609756097564,73,-180,-180
CAD.AX,multipleSymbols,CAD.AX,4,2,-0.3,-0.15,-0.15,0,-0.3,0,-0.3,0.212132034355964,0.15,0,50,0,NA,NA,-0.3,-0.3,-0.15,-0.15,0.212132034355964,0.15,-11.2249721603218,-0.9,-0.333333333333333,NA,NA,0.5,-0.4,-0.3
CAE.AX,multipleSymbols,CAE.AX,10,5,-4.9,-0.98,-0.899999999999999,0,-2.2,0,-4.9,0.861394218694321,0.385227205685164,0,80,0,NA,NA,-1.225,-1.15,-0.98,-0.899999999999999,0.861394218694321,0.385227205685164,-18.0602764349182,-5.6,-0.875,NA,NA,0,-5.6,-4.9
CAG.AX,multipleSymbols,CAG.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-3,0,NA,NA,2.5,-0.5,0
CAI.AX,multipleSymbols,CAI.AX,4,2,18,9,9,18,0,18,0,12.7279220613579,9,50,0,NA,18,18,NA,NA,9,9,12.7279220613579,9,11.2249721603218,-4.99999999999999,3.6,NA,NA,20,-4.99999999999999,18
CAJ.AX,multipleSymbols,CAJ.AX,4,2,-0.5,-0.249999999999997,-0.249999999999997,4,-4.5,4,-4.5,6.01040764008566,4.25,50,50,0.88888888888889,4,4,-4.5,-4.5,-0.249999999999997,-0.249999999999997,6.01040764008566,4.25,-0.660292480018924,-5.5,-0.0909090909090909,0.88888888888889,0.88888888888889,4,-2,-0.5
CAN.AX,multipleSymbols,CAN.AX,2,1,-9,-8.99999999999999,-8.99999999999999,0,-8.99999999999999,0,-8.99999999999999,NA,NA,0,100,0,NA,NA,-8.99999999999999,-8.99999999999999,-8.99999999999999,-8.99999999999999,NA,NA,NA,-42,-0.214285714285714,NA,NA,27,-15,-9
CAP.AX,multipleSymbols,CAP.AX,4,2,-1.4,-0.7,-0.7,0,-1.4,0,-1.4,0.989949493661167,0.7,0,50,0,NA,NA,-1.4,-1.4,-0.7,-0.7,0.989949493661167,0.7,-11.2249721603218,-1.8,-0.777777777777778,NA,NA,0,-1.8,-1.4
CAQ.AX,multipleSymbols,CAQ.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0
CAR.AX,multipleSymbols,CAR.AX,6,3,-412.9999,-137.666633333333,-142,0,-254.9999,0,-412.9999,119.558862490421,69.0273414428498,0,100,0,NA,NA,-137.666633333333,-142,-137.666633333333,-142,119.558862490421,69.0273414428498,-18.2787792411808,-483,-0.855072256728778,NA,NA,42,-441,-412.9999
CAT.AX,multipleSymbols,CAT.AX,4,2,49.5,24.75,24.75,26,0,49.5,0,1.76776695296636,1.24999999999999,100,0,NA,24.75,24.75,NA,NA,24.75,24.75,1.76776695296636,1.24999999999999,222.254448774373,-35,1.41428571428571,NA,NA,60.5,0,49.5
CAU.AX,multipleSymbols,CAU.AX,5,2,-14.5,-2.5,-2.5,0,-3.5,0,-5,1.41421356237309,0.999999999999999,0,100,0,NA,NA,-2.5,-2.5,-2.5,-2.5,1.41421356237309,0.999999999999999,-28.0624304008046,-16.5,-0.878787878787879,NA,NA,1.5,-15,-14.5
CAV.AX,multipleSymbols,CAV.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-0.3,0,NA,NA,0.1,-0.2,0
CAY.AX,multipleSymbols,CAY.AX,4,2,-4.5,-2.25,-2.25,0,-2.5,0,-4.5,0.353553390593273,0.25,0,100,0,NA,NA,-2.25,-2.25,-2.25,-2.25,0.353553390593273,0.25,-101.024749442897,-4.5,-1,NA,NA,0,-4.5,-4.5
CBA.AX,multipleSymbols,CBA.AX,2,1,-242.000600000001,-242.000600000001,-242.000600000001,0,-242.000600000001,0,-242.000600000001,NA,NA,0,100,0,NA,NA,-242.000600000001,-242.000600000001,-242.000600000001,-242.000600000001,NA,NA,NA,-916.999800000001,-0.263904746762214,NA,NA,475.999400000001,-441.000400000001,-242.000600000001
CCG.AX,multipleSymbols,CCG.AX,4,2,-3.3,-1.65,-1.65,0,-2.8,0,-3.3,1.62634559672906,1.15,0,100,0,NA,NA,-1.65,-1.65,-1.65,-1.65,1.62634559672906,1.15,-16.1053948387226,-4.6,-0.717391304347826,NA,NA,1,-3.6,-3.3
CCL.AX,multipleSymbols,CCL.AX,6,3,-1296.7,-432.233333333333,16,24,-1336.7,40,-1336.7,783.301323459455,452.239229955906,66.6666666666667,33.3333333333333,0.0299244407870128,20,20,-1336.7,-1336.7,-432.233333333333,16,783.301323459455,452.239229955906,-8.75970874121736,-1339.2,-0.968264635603345,0.0149622203935064,0.0149622203935064,42,-1297.2,-1296.7
CCP.AX,multipleSymbols,CCP.AX,8,4,31.9998999999993,7.9999749999999,19.9999500000001,157.999999999999,-166,197.9999,-166,133.156544463033,66.5782722315167,75,25,1.19277048192771,65.9999666666665,27.9999,-166,-166,7.9999749999999,19.9999500000001,133.156544463033,66.5782722315167,0.953732064620064,-257.999800000001,0.124030716302878,0.39759016064257,0.168674096385542,66.0000999999997,-192.9999,31.9998999999993
CCV.AX,multipleSymbols,CCV.AX,2,1,-3,-3,-3,0,-3,0,-3,NA,NA,0,100,0,NA,NA,-3,-3,-3,-3,NA,NA,NA,-4.5,-0.666666666666668,NA,NA,1.49999999999999,-3,-3
CCX.AX,multipleSymbols,CCX.AX,6,3,48.5,16.1666666666667,26.5,36,-14.0000000000001,62.5,-14.0000000000001,26.5534053057858,15.3306157011967,66.6666666666667,33.3333333333333,4.4642857142857,31.25,31.25,-14.0000000000001,-14.0000000000001,16.1666666666667,26.5,26.5534053057858,15.3306157011967,9.66497043290132,-52,0.932692307692308,2.23214285714285,2.23214285714285,98.5,-1.5,48.5
CCZ.AX,multipleSymbols,CCZ.AX,6,3,-0.5,-0.166666666666667,-0.4,0.5,-0.600000000000001,0.5,-1,0.585946527708232,0.338296385503074,33.3333333333333,66.6666666666667,0.5,0.5,0.5,-0.5,-0.5,-0.166666666666667,-0.4,0.585946527708232,0.338296385503074,-4.51534600164407,-2.3,-0.217391304347826,1,1,0.999999999999999,-1.3,-0.5
CD1.AX,multipleSymbols,CD1.AX,2,1,10,10,10,10,0,10,0,NA,NA,100,0,NA,10,10,NA,NA,10,10,NA,NA,NA,-14,0.714285714285714,NA,NA,15,-1.5,10
CD2.AX,multipleSymbols,CD2.AX,2,1,-25,-25,-25,0,-25,0,-25,NA,NA,0,100,0,NA,NA,-25,-25,-25,-25,NA,NA,NA,-30,-0.833333333333333,NA,NA,0,-30,-25
CD3.AX,multipleSymbols,CD3.AX,4,2,-19,-9.5,-9.5,6.00000000000001,-25,6.00000000000001,-25,21.920310216783,15.5,50,50,0.24,6.00000000000001,6.00000000000001,-25,-25,-9.5,-9.5,21.920310216783,15.5,-6.87982164664886,-56,-0.339285714285714,0.24,0.24,36,-20,-19
CDA.AX,multipleSymbols,CDA.AX,16,8,-158,-19.75,16.5,64.9999999999999,-197.0001,191,-349,90.4603464824071,31.9825622130973,62.5,37.5,0.547277936962751,38.2,41,-116.333333333333,-96.9999000000001,-19.75,16.5,90.4603464824071,31.9825622130973,-3.46584489837355,-341,-0.463343108504399,0.32836676217765,0.422680848124585,183,-158,-158
CDD.AX,multipleSymbols,CDD.AX,10,5,-980.5001,-196.10002,-60,637,-1484.5001,644,-1624.5001,778.986915435684,348.373539299414,40,60,0.396429646264719,322,322,-541.500033333333,-79.9999999999999,-196.10002,-60,778.986915435684,348.373539299414,-3.99620487636518,-1777.5001,-0.551617465450494,0.594644469397078,4.02500000000001,789,-988.5001,-980.5001
CDM.AX,multipleSymbols,CDM.AX,2,1,3,3,3,3,0,3,0,NA,NA,100,0,NA,3,3,NA,NA,3,3,NA,NA,NA,-9.99999999999999,0.3,NA,NA,12.5,0,3
CDT.AX,multipleSymbols,CDT.AX,4,2,3.3,1.65,1.65,2,0,3.3,0,0.494974746830583,0.35,100,0,NA,1.65,1.65,NA,NA,1.65,1.65,0.494974746830583,0.35,52.9177258986601,-1,3.3,NA,NA,3.3,-0.2,3.3
CDV.AX,multipleSymbols,CDV.AX,2,1,2.5,2.49999999999999,2.49999999999999,2.49999999999999,0,2.49999999999999,0,NA,NA,100,0,NA,2.49999999999999,2.49999999999999,NA,NA,2.49999999999999,2.49999999999999,NA,NA,NA,-4,0.625,NA,NA,4.00000000000001,-4,2.5
CDX.AX,multipleSymbols,CDX.AX,2,1,0.999999999999999,1,1,1,0,1,0,NA,NA,100,0,NA,1,1,NA,NA,1,1,NA,NA,NA,-3.5,0.285714285714285,NA,NA,3.7,-0.5,0.999999999999999
CE1.AX,multipleSymbols,CE1.AX,4,2,-0.5,-0.250000000000002,-0.250000000000002,1.5,-2,1.5,-2,2.47487373415292,1.75,50,50,0.749999999999999,1.5,1.5,-2,-2,-0.250000000000002,-0.250000000000002,2.47487373415292,1.75,-1.60356745147456,-4,-0.125,0.749999999999999,0.749999999999999,2,-2,-0.5
CEL.AX,multipleSymbols,CEL.AX,2,1,3.5,3.5,3.5,3.5,0,3.5,0,NA,NA,100,0,NA,3.5,3.5,NA,NA,3.5,3.5,NA,NA,NA,-2.5,1.4,NA,NA,4,-1.5,3.5
CEN.AX,multipleSymbols,CEN.AX,2,1,-2.00000000000011,-2.00000000000014,-2.00000000000014,0,-2.00000000000014,0,-2.00000000000014,NA,NA,0,100,0,NA,NA,-2.00000000000014,-2.00000000000014,-2.00000000000014,-2.00000000000014,NA,NA,NA,-281,-0.00711743772242033,NA,NA,242,-39,-2.00000000000011
CF1.AX,multipleSymbols,CF1.AX,4,2,1.2,0.599999999999999,0.599999999999999,0.699999999999999,0,1.2,0,0.14142135623731,0.1,100,0,NA,0.599999999999999,0.599999999999999,NA,NA,0.599999999999999,0.599999999999999,0.14142135623731,0.1,67.3498329619308,-2,0.599999999999999,NA,NA,2.2,-0.300000000000001,1.2
CG1.AX,multipleSymbols,CG1.AX,2,1,1,1,1,1,0,1,0,NA,NA,100,0,NA,1,1,NA,NA,1,1,NA,NA,NA,-3,0.333333333333333,NA,NA,1,-3,1
CGA.AX,multipleSymbols,CGA.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-4,0,NA,NA,0,-4,0
CGB.AX,multipleSymbols,CGB.AX,2,1,-1.25,-1.25,-1.25,0,-1.25,0,-1.25,NA,NA,0,100,0,NA,NA,-1.25,-1.25,-1.25,-1.25,NA,NA,NA,-2.5,-0.5,NA,NA,0,-2.5,-1.25
CGC.AX,multipleSymbols,CGC.AX,4,2,-28.7422,-14.3711,-14.3711,5.56299999999998,-34.3052,5.56299999999998,-34.3052,28.1910745737015,19.9341,50,50,0.162162004594055,5.56299999999998,5.56299999999998,-34.3052,-34.3052,-14.3711,-14.3711,28.1910745737015,19.9341,-8.092424409088,-116.8231,-0.246031820761476,0.162162004594055,0.162162004594055,88.0809,-39.8682,-28.7422
CGF.AX,multipleSymbols,CGF.AX,2,1,-118,-118,-118,0,-118,0,-118,NA,NA,0,100,0,NA,NA,-118,-118,-118,-118,NA,NA,NA,-174,-0.678160919540229,NA,NA,24,-150,-118
CGN.AX,multipleSymbols,CGN.AX,2,1,-1,-1,-1,0,-1,0,-1,NA,NA,0,100,0,NA,NA,-1,-1,-1,-1,NA,NA,NA,-1,-1,NA,NA,0,-1,-1
CGO.AX,multipleSymbols,CGO.AX,10,5,-18,-3.6,-2.5,0,-10,0,-18,4.08350339781908,1.82619823677497,0,80,0,NA,NA,-4.5,-3.75,-3.6,-2.5,4.08350339781908,1.82619823677497,-13.9949016203873,-19.5,-0.923076923076923,NA,NA,1.5,-18,-18
CGS.AX,multipleSymbols,CGS.AX,8,4,-70,-17.5,-11.75,21.5,-68,21.5,-91.5,37.1640507300626,18.5820253650313,25,75,0.234972677595628,21.5,21.5,-30.5,-13.5,-17.5,-11.75,37.1640507300626,18.5820253650313,-7.47507018757409,-122.5,-0.571428571428572,0.704918032786885,1.59259259259259,52.5,-70,-70
CHC.AX,multipleSymbols,CHC.AX,12,6,44.0001,7.33335,2.49999999999995,110,-141,200,-155.9999,87.8627673894636,35.8698245821726,50,50,1.28205210387955,66.6666666666666,81.9999999999999,-51.9999666666666,-11.9999,7.33335,2.49999999999995,87.8627673894636,35.8698245821726,1.32494486254861,-255.0001,0.172549344098296,1.28205210387955,6.83339027825231,277.0001,-66,44.0001
CHK.AX,multipleSymbols,CHK.AX,2,1,-3.2,-3.2,-3.2,0,-3.2,0,-3.2,NA,NA,0,100,0,NA,NA,-3.2,-3.2,-3.2,-3.2,NA,NA,NA,-3.7,-0.864864864864865,NA,NA,0,-3.7,-3.2
CHN.AX,multipleSymbols,CHN.AX,12,6,-21.4999999999999,-3.58333333333333,24.5,79.5,-161,203.5,-225,93.8191966852556,38.3015266594485,66.6666666666667,33.3333333333333,0.904444444444445,50.875,60.5,-112.5,-112.5,-3.58333333333333,24.5,93.8191966852556,38.3015266594485,-0.60631145008331,-224,-0.0959821428571424,0.452222222222222,0.537777777777778,202.5,-21.4999999999999,-21.4999999999999
CHZ.AX,multipleSymbols,CHZ.AX,8,4,9.8,2.45,1.15,8.7,-1.2,11.2,-1.4,4.45009363197375,2.22504681598688,50,50,8,5.6,5.6,-0.7,-0.7,2.45,1.15,4.45009363197375,2.22504681598688,8.73971369797886,-9.5,1.03157894736842,8,8,16.3,-2.2,9.8
CI1.AX,multipleSymbols,CI1.AX,2,1,-0.2,-0.2,-0.2,0,-0.2,0,-0.2,NA,NA,0,100,0,NA,NA,-0.2,-0.2,-0.2,-0.2,NA,NA,NA,-0.5,-0.4,NA,NA,0.1,-0.4,-0.2
CIA.AX,multipleSymbols,CIA.AX,12,6,-250,-41.6666666666667,-38.5,79,-134,79,-329,74.7573853653715,30.5195747749611,16.6666666666667,83.3333333333333,0.240121580547113,79,79,-65.8,-52,-41.6666666666667,-38.5,74.7573853653715,30.5195747749611,-8.8477924225602,-326,-0.766871165644172,1.20060790273556,1.51923076923077,76,-250,-250
CIN.AX,multipleSymbols,CIN.AX,2,1,-98.9999999999995,-98.9999999999998,-98.9999999999998,0,-98.9999999999998,0,-98.9999999999998,NA,NA,0,100,0,NA,NA,-98.9999999999998,-98.9999999999998,-98.9999999999998,-98.9999999999998,NA,NA,NA,-144.0001,-0.687499522569774,NA,NA,45.0001000000002,-98.9999999999995,-98.9999999999995
CIW.AX,multipleSymbols,CIW.AX,2,1,-4.99999999999999,-4.99999999999999,-4.99999999999999,0,-4.99999999999999,0,-4.99999999999999,NA,NA,0,100,0,NA,NA,-4.99999999999999,-4.99999999999999,-4.99999999999999,-4.99999999999999,NA,NA,NA,-5.49999999999999,-0.909090909090909,NA,NA,0.5,-4.99999999999999,-4.99999999999999
CKA.AX,multipleSymbols,CKA.AX,10,5,-6.9,-1.38,-1.5,0,-2.5,0,-6.9,0.936482781475452,0.418807831827438,0,100,0,NA,NA,-1.38,-1.5,-1.38,-1.5,0.936482781475452,0.418807831827438,-23.3926573867168,-7,-0.985714285714286,NA,NA,0.100000000000001,-6.9,-6.9
CKF.AX,multipleSymbols,CKF.AX,8,4,-314,-78.5,-47,0,-204,0,-314,87.9564286071992,43.9782143035996,0,100,0,NA,NA,-78.5,-47,-78.5,-47,87.9564286071992,43.9782143035996,-14.167797479324,-343,-0.915451895043732,NA,NA,0,-343,-314
CL1.AX,multipleSymbols,CL1.AX,2,1,-36.5,-36.5,-36.5,0,-36.5,0,-36.5,NA,NA,0,100,0,NA,NA,-36.5,-36.5,-36.5,-36.5,NA,NA,NA,-47.5,-0.768421052631579,NA,NA,11,-36.5,-36.5
CL8.AX,multipleSymbols,CL8.AX,4,2,-61.713,-30.8565,-30.8565,0,-41.713,0,-61.713,15.3534095399035,10.8565,0,100,0,NA,NA,-30.8565,-30.8565,-30.8565,-30.8565,15.3534095399035,10.8565,-31.9037768585613,-66.713,-0.925052088798285,NA,NA,0,-66.713,-61.713
CLA.AX,multipleSymbols,CLA.AX,8,4,-0.6,-0.15,-0.549999999999999,3.5,-3,4.4,-5,2.94222138301431,1.47111069150716,50,50,0.88,2.2,2.2,-2.5,-2.5,-0.15,-0.549999999999999,2.94222138301431,1.47111069150716,-0.809312376595742,-7.5,-0.0799999999999999,0.88,0.88,5.5,-2.5,-0.6
CLB.AX,multipleSymbols,CLB.AX,6,3,-2,-0.666666666666666,0,0,-2,0,-2,1.15470053837925,0.666666666666666,0,33.3333333333333,0,NA,NA,-2,-2,-0.666666666666666,0,1.15470053837925,0.666666666666666,-9.16515138991168,-4.5,-0.444444444444444,NA,NA,1,-3.5,-2
CLF.AX,multipleSymbols,CLF.AX,6,3,-174,-58.0000000000001,0.999799999999951,3.00009999999986,-177.9999,3.99989999999981,-177.9999,103.927774439896,60.0027285491529,66.6666666666667,33.3333333333333,0.0224713609389658,1.99994999999991,1.99994999999991,-177.9999,-177.9999,-58.0000000000001,0.999799999999951,103.927774439896,60.0027285491529,-8.85924346222723,-193.0001,-0.901553937018686,0.0112356804694829,0.0112356804694829,19.0001,-174,-174
CLH.AX,multipleSymbols,CLH.AX,2,1,-2.5,-2.49999999999999,-2.49999999999999,0,-2.49999999999999,0,-2.49999999999999,NA,NA,0,100,0,NA,NA,-2.49999999999999,-2.49999999999999,-2.49999999999999,-2.49999999999999,NA,NA,NA,-3,-0.833333333333333,NA,NA,0,-3,-2.5
CLI.AX,multipleSymbols,CLI.AX,10,5,-3.9,-0.78,-0.2,0.799999999999999,-3.5,0.799999999999999,-4.7,1.64984847789123,0.737834669827868,20,60,0.170212765957447,0.799999999999999,0.799999999999999,-1.56666666666667,-1,-0.78,-0.2,1.64984847789123,0.737834669827868,-7.50500200576518,-6.4,-0.609375,0.51063829787234,0.799999999999999,2.5,-3.9,-3.9
CLQ.AX,multipleSymbols,CLQ.AX,2,1,-0.999999999999993,-0.999999999999995,-0.999999999999995,0,-0.999999999999995,0,-0.999999999999995,NA,NA,0,100,0,NA,NA,-0.999999999999995,-0.999999999999995,-0.999999999999995,-0.999999999999995,NA,NA,NA,-8.5,-0.117647058823529,NA,NA,6,-2.5,-0.999999999999993
CLT.AX,multipleSymbols,CLT.AX,4,2,-8,-4,-4,0,-8,0,-8,5.65685424949238,4,0,50,0,NA,NA,-8,-8,-4,-4,5.65685424949238,4,-11.2249721603218,-13,-0.615384615384615,NA,NA,5,-8,-8
CLV.AX,multipleSymbols,CLV.AX,6,3,1.50000000000003,0.500000000000004,1,3.49999999999999,-2.99999999999998,4.49999999999999,-2.99999999999998,3.27871926215099,1.89296944860008,66.6666666666667,33.3333333333333,1.50000000000001,2.25,2.25,-2.99999999999998,-2.99999999999998,0.500000000000004,1,3.27871926215099,1.89296944860008,2.42083975435782,-31,0.0483870967741945,0.750000000000004,0.750000000000004,30.5,-0.5,1.50000000000003
CLW.AX,multipleSymbols,CLW.AX,2,1,7.56179999999995,7.56179999999986,7.56179999999986,7.56179999999986,0,7.56179999999986,0,NA,NA,100,0,NA,7.56179999999986,7.56179999999986,NA,NA,7.56179999999986,7.56179999999986,NA,NA,NA,-36.7835,0.205575869615451,NA,NA,44.3453,-11.8952,7.56179999999995
CLX.AX,multipleSymbols,CLX.AX,2,1,-7.49999999999999,-7.5,-7.5,0,-7.5,0,-7.5,NA,NA,0,100,0,NA,NA,-7.5,-7.5,-7.5,-7.5,NA,NA,NA,-9.49999999999999,-0.789473684210526,NA,NA,2,-7.49999999999999,-7.49999999999999
CM8.AX,multipleSymbols,CM8.AX,2,1,-1,-1,-1,0,-1,0,-1,NA,NA,0,100,0,NA,NA,-1,-1,-1,-1,NA,NA,NA,-1.2,-0.833333333333333,NA,NA,0.0999999999999996,-1.1,-1
CML.AX,multipleSymbols,CML.AX,2,1,-0.8,-0.8,-0.8,0,-0.8,0,-0.8,NA,NA,0,100,0,NA,NA,-0.8,-0.8,-0.8,-0.8,NA,NA,NA,-1.2,-0.666666666666666,NA,NA,0.4,-0.8,-0.8
CMM.AX,multipleSymbols,CMM.AX,12,6,2.99999999999996,0.499999999999989,2,54,-48,66,-63.0000000000001,33.1345740881032,13.5271332267164,50,50,1.04761904761905,22,6.99999999999998,-21,-14,0.499999999999989,2,33.1345740881032,13.5271332267164,0.239545977325341,-65.0000000000001,0.0461538461538455,1.04761904761905,0.499999999999998,53,-17,2.99999999999996
CMP.AX,multipleSymbols,CMP.AX,4,2,-6,-3,-3,2,-8.00000000000001,2,-8.00000000000001,7.07106781186548,5,50,50,0.25,2,2,-8.00000000000001,-8.00000000000001,-3,-3,7.07106781186548,5,-6.7349832961931,-16.5,-0.363636363636364,0.25,0.25,1,-15.5,-6
CNI.AX,multipleSymbols,CNI.AX,6,3,41.5032,13.8344,15,27.5,-0.996799999999975,42.5,-0.996799999999975,14.2841125058577,8.24693620039183,66.6666666666667,33.3333333333333,42.6364365971118,21.25,21.25,-0.996799999999975,-0.996799999999975,13.8344,15,14.2841125058577,8.24693620039183,15.3747242985304,-7.49999999999997,5.53376000000002,21.3182182985559,21.3182182985559,43.5032,-2.49679999999998,41.5032
CNJ.AX,multipleSymbols,CNJ.AX,4,2,3.5,1.75,1.75,3.7,-0.2,3.7,-0.2,2.75771644662754,1.95,50,50,18.5,3.7,3.7,-0.2,-0.2,1.75,1.75,2.75771644662754,1.95,10.0736929643914,-1.7,2.05882352941177,18.5,18.5,4,-0.8,3.5
CNL.AX,multipleSymbols,CNL.AX,4,2,3,1.5,1.5,3.5,-0.5,3.5,-0.5,2.82842712474619,2,50,50,6.99999999999999,3.5,3.5,-0.5,-0.5,1.5,1.5,2.82842712474619,2,8.41872912024137,-4,0.75,6.99999999999999,6.99999999999999,5,-2.1,3
CNU.AX,multipleSymbols,CNU.AX,4,2,-25,-12.5,-12.5,0,-25,0,-25,17.6776695296637,12.5,0,50,0,NA,NA,-25,-25,-12.5,-12.5,17.6776695296637,12.5,-11.2249721603218,-50,-0.5,NA,NA,3,-47,-25
CNW.AX,multipleSymbols,CNW.AX,2,1,0.2,0.2,0.2,0.2,0,0.2,0,NA,NA,100,0,NA,0.2,0.2,NA,NA,0.2,0.2,NA,NA,NA,-0.999999999999999,0.2,NA,NA,1.2,0,0.2
COB.AX,multipleSymbols,COB.AX,6,3,19,6.33333333333334,-3.5,31.5,-9,31.5,-12.5,21.9677794356492,12.6831033706704,33.3333333333333,66.6666666666667,2.52,31.5,31.5,-6.25,-6.25,6.33333333333334,-3.5,21.9677794356492,12.6831033706704,4.57663689290784,-29.5,0.644067796610169,5.04,5.04,31,-21.5,19
COE.AX,multipleSymbols,COE.AX,4,2,2.99999999999999,1.5,1.5,6.5,-3.5,6.5,-3.5,7.07106781186548,5,50,50,1.85714285714286,6.5,6.5,-3.5,-3.5,1.5,1.5,7.07106781186548,5,3.36749164809654,-6.00000000000001,0.499999999999998,1.85714285714286,1.85714285714286,8,0,2.99999999999999
COF.AX,multipleSymbols,COF.AX,2,1,8,8.00000000000001,8.00000000000001,8.00000000000001,0,8.00000000000001,0,NA,NA,100,0,NA,8.00000000000001,8.00000000000001,NA,NA,8.00000000000001,8.00000000000001,NA,NA,NA,-6,1.33333333333333,NA,NA,8,-6,8
COG.AX,multipleSymbols,COG.AX,2,1,1,1,1,1,0,1,0,NA,NA,100,0,NA,1,1,NA,NA,1,1,NA,NA,NA,-6,0.166666666666667,NA,NA,1,-6,1
COH.AX,multipleSymbols,COH.AX,2,1,-63.0004999999983,-63.0004999999983,-63.0004999999983,0,-63.0004999999983,0,-63.0004999999983,NA,NA,0,100,0,NA,NA,-63.0004999999983,-63.0004999999983,-63.0004999999983,-63.0004999999983,NA,NA,NA,-828.999400000001,-0.0759958330488517,NA,NA,765.998900000002,-154.000799999998,-63.0004999999983
